checkpoint,mean_reward_combined,mean_steps_combined,win_rate_combined,draw_rate_combined,loss_rate_combined,termination_rate_combined,truncation_rate_combined,mean_reward_p0,win_rate_p0,termination_rate_p0,mean_reward_p1,win_rate_p1,termination_rate_p1,mean_action_time_ms
1000,-1.0000,82.36,0.000,0.000,1.000,1.000,0.000,-1.0000,0.000,1.000,-1.0000,0.000,1.000,0.033
10000,-0.8600,328.15,0.070,0.000,0.930,1.000,0.000,-0.8000,0.100,1.000,-0.9200,0.040,1.000,0.033
100000,-0.8600,294.79,0.070,0.000,0.930,1.000,0.000,-0.8400,0.080,1.000,-0.8800,0.060,1.000,0.032
