checkpoint,mean_reward_combined,mean_steps_combined,win_rate_combined,draw_rate_combined,loss_rate_combined,termination_rate_combined,truncation_rate_combined,mean_reward_p0,win_rate_p0,termination_rate_p0,mean_reward_p1,win_rate_p1,termination_rate_p1,mean_action_time_ms
1000,0.3200,13.16,0.660,0.000,0.340,1.000,0.000,0.6400,0.820,1.000,0.0000,0.500,1.000,0.004
5000,0.2200,11.46,0.610,0.000,0.390,1.000,0.000,0.4400,0.720,1.000,0.0000,0.500,1.000,0.004
10000,0.2800,12.96,0.640,0.000,0.360,1.000,0.000,0.4400,0.720,1.000,0.1200,0.560,1.000,0.003
50000,0.4000,11.48,0.700,0.000,0.300,1.000,0.000,0.7200,0.860,1.000,0.0800,0.540,1.000,0.004
100000,0.3400,10.94,0.670,0.000,0.330,1.000,0.000,0.8000,0.900,1.000,-0.1200,0.440,1.000,0.004
