checkpoint,mean_reward,std_reward,mean_steps,std_steps,mean_action_time_ms,std_action_time_ms
1000,1.0,0.0,8.0,0.0,0.35110849998091,0.09758345179016736
10000,1.0,0.0,8.0,0.0,0.500649250097922,0.1869716470447015
20000,1.0,0.0,8.0,0.0,0.3247677502895385,0.07952851551627198
