checkpoint,mean_reward_combined,mean_steps_combined,win_rate_combined,draw_rate_combined,loss_rate_combined,termination_rate_combined,truncation_rate_combined,mean_reward_p0,win_rate_p0,termination_rate_p0,mean_reward_p1,win_rate_p1,termination_rate_p1,mean_action_time_ms
1000,-0.9600,57.69,0.020,0.000,0.980,1.000,0.000,-0.9600,0.020,1.000,-0.9600,0.020,1.000,0.032
10000,-0.9400,150.91,0.030,0.000,0.970,1.000,0.000,-0.9600,0.020,1.000,-0.9200,0.040,1.000,0.032
100000,-0.8600,147.72,0.070,0.000,0.930,1.000,0.000,-0.9200,0.040,1.000,-0.8000,0.100,1.000,0.031
