checkpoint,mean_reward,std_reward,mean_steps,std_steps,mean_action_time_ms,std_action_time_ms
1000,1.0,0.0,8.0,0.0,0.02293041785378591,0.001870432334063332
10000,1.0,0.0,8.0,0.0,0.022853918781038374,0.0016617076648829537
50000,0.0,0.0,10000.0,0.0,0.02789345412404509,0.008754191709327409
