checkpoint,mean_reward,std_reward,mean_steps,std_steps,mean_action_time_ms,std_action_time_ms
100,0.2,0.9797958971132712,4.0,2.3323807579381204,0.0002812752063618973,0.0003651127923718568
500,0.24,0.9707728879609279,3.8,1.969771560359221,0.00024585322918076267,4.668041078331609e-05
1000,-0.08,0.9967948635501691,4.28,2.9123186638827834,0.0002728456905477236,0.00039009470487150785
