checkpoint,mean_reward,std_reward,mean_steps,std_steps,mean_action_time_ms,std_action_time_ms
1000,1.0,0.0,2.0,0.0,0.20669449921115302,0.057593021917666076
10000,1.0,0.0,2.0,0.0,0.24597150018962566,0.0543052507542691
50000,1.0,0.0,2.0,0.0,0.23398449971864466,0.05767367878977523
100000,1.0,0.0,2.0,0.0,0.22432949968788307,0.05411209034005885
