checkpoint,mean_reward_combined,mean_steps_combined,win_rate_combined,draw_rate_combined,loss_rate_combined,termination_rate_combined,truncation_rate_combined,mean_reward_p0,win_rate_p0,termination_rate_p0,mean_reward_p1,win_rate_p1,termination_rate_p1,mean_action_time_ms
1000,-0.9800,34.94,0.010,0.000,0.990,1.000,0.000,-1.0000,0.000,1.000,-0.9600,0.020,1.000,0.033
10000,-0.9000,286.61,0.050,0.000,0.950,1.000,0.000,-0.9600,0.020,1.000,-0.8400,0.080,1.000,0.032
50000,-0.8400,363.52,0.080,0.000,0.920,1.000,0.000,-0.8400,0.080,1.000,-0.8400,0.080,1.000,0.032
100000,-0.8200,408.63,0.090,0.000,0.910,1.000,0.000,-0.8000,0.100,1.000,-0.8400,0.080,1.000,0.032
