env,agent,run_dir,seed,checkpoint,side,mean_reward,std_reward,mean_steps,std_steps,mean_action_time_ms,std_action_time_ms,win_rate,draw_rate,loss_rate,termination_rate,truncation_rate,num_games
bobail,ddqn_er,"results/bobail/ddqn_er/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_target_update_freq1000_seed42",42,10000,combined,-0.26,,299.51,,0.03185520502824824,,0.37,0.0,0.63,1.0,0.0,100
bobail,ddqn_er,"results/bobail/ddqn_er/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_target_update_freq1000_seed42",42,10000,p0,-0.28,0.96,349.6,277.0842471162877,0.03199788815825666,0.003713443189466746,0.36,0.0,0.64,1.0,0.0,50
bobail,ddqn_er,"results/bobail/ddqn_er/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_target_update_freq1000_seed42",42,10000,p1,-0.24,0.9707728879609278,249.42,218.22411324141063,0.03171252189823982,0.0029303178920595356,0.38,0.0,0.62,1.0,0.0,50
bobail,ddqn_er,"results/bobail/ddqn_er/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_target_update_freq1000_seed42",42,50000,combined,-0.34,,263.32,,0.03342086702141338,,0.33,0.0,0.67,1.0,0.0,100
bobail,ddqn_er,"results/bobail/ddqn_er/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_target_update_freq1000_seed42",42,50000,p0,-0.52,0.854166260162505,277.3,182.6143751187184,0.03330306911051587,0.005650797912671033,0.24,0.0,0.76,1.0,0.0,50
bobail,ddqn_er,"results/bobail/ddqn_er/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_target_update_freq1000_seed42",42,50000,p1,-0.16,0.9871170143402452,249.34,184.83437018044017,0.03353866493231089,0.009014492052990451,0.42,0.0,0.58,1.0,0.0,50
bobail,ddqn_er,"results/bobail/ddqn_er/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_target_update_freq1000_seed42",42,100000,combined,-0.12000000000000002,,263.84,,0.032534818944442455,,0.44,0.0,0.56,1.0,0.0,100
bobail,ddqn_er,"results/bobail/ddqn_er/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_target_update_freq1000_seed42",42,100000,p0,-0.28,0.96,217.76,154.1597301502568,0.032834558392133124,0.00461548902161054,0.36,0.0,0.64,1.0,0.0,50
bobail,ddqn_er,"results/bobail/ddqn_er/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_target_update_freq1000_seed42",42,100000,p1,0.04,0.9991996797437437,309.92,224.68678999887823,0.03223507949675178,0.0028454842627731202,0.52,0.0,0.48,1.0,0.0,50
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps100000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0003_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq500_seed42",42,1000,combined,-1.0,,31.04,,0.03262739696688346,,0.0,0.0,1.0,1.0,0.0,100
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps100000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0003_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq500_seed42",42,1000,p0,-1.0,0.0,29.2,25.20952201054197,0.032774655368459756,0.0051184710686284505,0.0,0.0,1.0,1.0,0.0,50
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps100000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0003_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq500_seed42",42,1000,p1,-1.0,0.0,32.88,25.200507931389,0.032480138565307154,0.0037988397205844186,0.0,0.0,1.0,1.0,0.0,50
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps100000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0003_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq500_seed42",42,10000,combined,-0.8,,343.46,,0.03270093490706161,,0.1,0.0,0.9,1.0,0.0,100
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps100000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0003_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq500_seed42",42,10000,p0,-0.72,0.6939740629158988,308.12,232.2279604182063,0.03320979197360512,0.0057903751330446,0.14,0.0,0.86,1.0,0.0,50
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps100000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0003_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq500_seed42",42,10000,p1,-0.88,0.4749736834815167,378.8,288.2924209895224,0.03219207784051809,0.00339641542000593,0.06,0.0,0.94,1.0,0.0,50
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps100000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0003_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq500_seed42",42,50000,combined,-0.76,,264.87,,0.03238254249182335,,0.12,0.0,0.88,1.0,0.0,100
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps100000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0003_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq500_seed42",42,50000,p0,-0.8,0.6,190.56,223.1059981264511,0.032237161736647556,0.003777449037960034,0.1,0.0,0.9,1.0,0.0,50
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps100000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0003_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq500_seed42",42,50000,p1,-0.72,0.6939740629158988,339.18,326.25423767362776,0.03252792324699916,0.0051774497860138016,0.14,0.0,0.86,1.0,0.0,50
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed123",123,1000,combined,-0.98,,39.8,,0.032522834154281074,,0.01,0.0,0.99,1.0,0.0,100
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed123",123,1000,p0,-0.96,0.27999999999999997,51.18,29.866161454060343,0.03259719294467482,0.004248532611879988,0.02,0.0,0.98,1.0,0.0,50
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed123",123,1000,p1,-1.0,0.0,28.42,24.534131327601553,0.03244847536388732,0.0027169330047718977,0.0,0.0,1.0,1.0,0.0,50
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed123",123,10000,combined,-0.14,,327.37,,0.032155580979970004,,0.43,0.0,0.57,1.0,0.0,100
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed123",123,10000,p0,-0.4,0.916515138991168,411.36,236.91253744789447,0.03215808696794154,0.004326090222828537,0.3,0.0,0.7,1.0,0.0,50
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed123",123,10000,p1,0.12,0.9927738916792685,243.38,179.94431249695,0.03215307499199846,0.003885249856263674,0.56,0.0,0.44,1.0,0.0,50
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed123",123,50000,combined,-0.4,,356.14,,0.0322222718933197,,0.3,0.0,0.7,1.0,0.0,100
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed123",123,50000,p0,-0.32,0.9474175425861608,348.6,229.39651261516596,0.03227146993734785,0.004036267421059114,0.34,0.0,0.66,1.0,0.0,50
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed123",123,50000,p1,-0.48,0.8772684879784524,363.68,259.70078475045085,0.03217307384929156,0.0038318567973519503,0.26,0.0,0.74,1.0,0.0,50
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed123",123,100000,combined,-0.4,,482.49,,0.03248095113003994,,0.3,0.0,0.7,1.0,0.0,100
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed123",123,100000,p0,-0.36,0.932952303175248,448.46,336.3558954440965,0.032307700417897635,0.004035213553276423,0.32,0.0,0.68,1.0,0.0,50
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed123",123,100000,p1,-0.44,0.897997772825746,516.52,503.53090232874484,0.03265420184218225,0.006395373532995406,0.28,0.0,0.72,1.0,0.0,50
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed42",42,1000,combined,-0.9,,35.82,,0.03258441658832855,,0.05,0.0,0.95,1.0,0.0,100
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed42",42,1000,p0,-0.96,0.27999999999999997,35.32,21.134275478473352,0.03292648167067787,0.00594042080732943,0.02,0.0,0.98,1.0,0.0,50
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed42",42,1000,p1,-0.84,0.5425863986500215,36.32,25.672896213711457,0.03224235150597924,0.0034557532518925344,0.08,0.0,0.92,1.0,0.0,50
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed42",42,10000,combined,-0.86,,275.49,,0.032219457034557475,,0.07,0.0,0.93,1.0,0.0,100
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed42",42,10000,p0,-0.84,0.5425863986500213,218.9,166.38151940645332,0.03168299207674867,0.003069182248287528,0.08,0.0,0.92,1.0,0.0,50
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed42",42,10000,p1,-0.88,0.4749736834815167,332.08,290.2173557870032,0.03275592199236629,0.0052527192496977125,0.06,0.0,0.94,1.0,0.0,50
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed42",42,50000,combined,-0.78,,301.66,,0.0324794467429897,,0.11,0.0,0.89,1.0,0.0,100
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed42",42,50000,p0,-0.8,0.6,265.24,176.82574020769712,0.032632923016473234,0.004634691534643032,0.1,0.0,0.9,1.0,0.0,50
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed42",42,50000,p1,-0.76,0.6499230723708768,338.08,334.1075180237643,0.032325970469506166,0.0034129721333705097,0.12,0.0,0.88,1.0,0.0,50
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed42",42,100000,combined,-0.76,,343.58,,0.03417788226096015,,0.12,0.0,0.88,1.0,0.0,100
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed42",42,100000,p0,-0.72,0.6939740629158988,292.96,176.9062983615903,0.0340640698537962,0.02244075631785699,0.14,0.0,0.86,1.0,0.0,50
bobail,ddqn_per,"results/bobail/ddqn_per/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_learning_starts5000_lr0.0001_per_alpha0.6_per_beta_end1.0_per_beta_start0.4_per_beta_steps80000_target_update_freq1000_seed42",42,100000,p1,-0.8,0.6,394.2,341.68248418670805,0.03429169466812409,0.009345301046109885,0.1,0.0,0.9,1.0,0.0,50
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps100000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0005_target_update_freq500_seed42",42,1000,combined,-1.0,,49.44,,0.035938378078431164,,0.0,0.0,1.0,1.0,0.0,100
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps100000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0005_target_update_freq500_seed42",42,1000,p0,-1.0,0.0,49.6,48.380161223377506,0.036185357349759514,0.011146302349886303,0.0,0.0,1.0,1.0,0.0,50
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps100000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0005_target_update_freq500_seed42",42,1000,p1,-1.0,0.0,49.28,33.07629967212173,0.035691398807102814,0.009996408806092347,0.0,0.0,1.0,1.0,0.0,50
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps100000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0005_target_update_freq500_seed42",42,10000,combined,-0.7,,392.86,,0.0338547273580099,,0.15,0.0,0.85,1.0,0.0,100
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps100000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0005_target_update_freq500_seed42",42,10000,p0,-0.68,0.7332121111929345,277.14,201.401291952162,0.033568895100166925,0.006060587179610722,0.16,0.0,0.84,1.0,0.0,50
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps100000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0005_target_update_freq500_seed42",42,10000,p1,-0.72,0.6939740629158988,508.58,430.86921867313754,0.03414055961585288,0.00669767479203343,0.14,0.0,0.86,1.0,0.0,50
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps100000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0005_target_update_freq500_seed42",42,50000,combined,-0.7,,274.59,,0.03336671906304243,,0.15,0.0,0.85,1.0,0.0,100
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps100000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0005_target_update_freq500_seed42",42,50000,p0,-0.56,0.8284926070883192,228.76,210.8671202440058,0.03265275855523113,0.004505733566513102,0.22,0.0,0.78,1.0,0.0,50
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps100000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0005_target_update_freq500_seed42",42,50000,p1,-0.84,0.5425863986500213,320.42,250.19704954295523,0.03408067957085374,0.014765826513427558,0.08,0.0,0.92,1.0,0.0,50
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0001_target_update_freq1000_seed123",123,1000,combined,-0.86,,145.98,,0.03371014980702938,,0.07,0.0,0.93,1.0,0.0,100
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0001_target_update_freq1000_seed123",123,1000,p0,-0.84,0.5425863986500215,143.84,127.9042391791609,0.03413091187968278,0.007150519610836446,0.08,0.0,0.92,1.0,0.0,50
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0001_target_update_freq1000_seed123",123,1000,p1,-0.88,0.4749736834815167,148.12,114.2778438718547,0.03328938773437598,0.006221578451135135,0.06,0.0,0.94,1.0,0.0,50
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0001_target_update_freq1000_seed123",123,10000,combined,-0.48,,408.9,,0.03272259974220252,,0.26,0.0,0.74,1.0,0.0,100
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0001_target_update_freq1000_seed123",123,10000,p0,-0.36,0.932952303175248,351.28,292.4672316687803,0.03275754135047954,0.004422434808783365,0.32,0.0,0.68,1.0,0.0,50
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0001_target_update_freq1000_seed123",123,10000,p1,-0.6,0.8,466.52,418.306693228784,0.0326876581339255,0.0039924086945230895,0.2,0.0,0.8,1.0,0.0,50
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0001_target_update_freq1000_seed123",123,50000,combined,-0.38,,373.03,,0.03262098868401457,,0.31,0.0,0.69,1.0,0.0,100
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0001_target_update_freq1000_seed123",123,50000,p0,-0.24,0.9707728879609278,305.44,273.20359880499376,0.032482818008437706,0.003292264300729438,0.38,0.0,0.62,1.0,0.0,50
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0001_target_update_freq1000_seed123",123,50000,p1,-0.52,0.854166260162505,440.62,365.22945609575356,0.03275915935959144,0.004037633400442726,0.24,0.0,0.76,1.0,0.0,50
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0001_target_update_freq1000_seed123",123,100000,combined,-0.4,,338.92,,0.03291963303924787,,0.3,0.0,0.7,1.0,0.0,100
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0001_target_update_freq1000_seed123",123,100000,p0,-0.28,0.96,280.06,324.99288669138593,0.032280923424142564,0.0035545799578808926,0.36,0.0,0.64,1.0,0.0,50
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0001_target_update_freq1000_seed123",123,100000,p1,-0.52,0.854166260162505,397.78,295.8147589286241,0.03355834265435319,0.0035651106171515666,0.24,0.0,0.76,1.0,0.0,50
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0001_target_update_freq1000_seed42",42,1000,combined,-0.92,,208.71,,0.03183343966539763,,0.04,0.0,0.96,1.0,0.0,100
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0001_target_update_freq1000_seed42",42,1000,p0,-0.96,0.27999999999999997,196.46,201.69196414334408,0.03197227343078684,0.0036455250290991894,0.02,0.0,0.98,1.0,0.0,50
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0001_target_update_freq1000_seed42",42,1000,p1,-0.88,0.4749736834815167,220.96,195.81848329511695,0.03169460590000842,0.0035629575096152058,0.06,0.0,0.94,1.0,0.0,50
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0001_target_update_freq1000_seed42",42,10000,combined,-0.68,,435.09,,0.033374097822240115,,0.16,0.0,0.84,1.0,0.0,100
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0001_target_update_freq1000_seed42",42,10000,p0,-0.6,0.8,436.76,375.9475793245649,0.03301701569772935,0.005846893019337274,0.2,0.0,0.8,1.0,0.0,50
bobail,dqn,"results/bobail/dqn/batch_size64_buffer_capacity50000_epsilon_decay_steps80000_epsilon_end0.05_epsilon_start1.0_gamma0.99_hidden_layers[256, 128]_lr0.0001_target_update_freq1000_seed42",42,10000,p1,-0.76,0.6499230723708768,433.42,383.04250886814117,0.03373117994675088,0.023140163246697466,0.12,0.0,0.88,1.0,0.0,50
