checkpoint,mean_reward,std_reward,mean_steps,std_steps,mean_action_time_ms,std_action_time_ms
1000,-0.96,0.27999999999999997,25.08,16.02602882812832,0.03346962344322496,0.003301356025805371
10000,-0.88,0.4749736834815167,162.28,119.09459097708847,0.03300851736155067,0.0026338710658516105
50000,-0.76,0.6499230723708769,160.76,156.17612621652518,0.03308973175433548,0.00227404963368499
