checkpoint,mean_reward,std_reward,mean_steps,std_steps,mean_action_time_ms,std_action_time_ms
1000,0.43,0.7517313349861106,8.38,0.9672641831474997,0.02876735801092367,0.0016300544183004007
10000,0.47,0.6993568473962345,8.78,0.6867313885355759,0.028864217566096806,0.001956485125315909
50000,0.44,0.7525955088890712,8.72,0.6939740629158989,0.02882186225742086,0.002863597885218154
