checkpoint,mean_reward,std_reward,mean_steps,std_steps,mean_action_time_ms,std_action_time_ms
100,0.42,0.8022468448052633,7.8,1.3114877048604001,0.00027053959689341315,7.260583568704092e-05
500,0.52,0.8304215796810679,7.82,1.3067516979135705,0.00031608384275852246,0.0003456101835166054
1000,0.34,0.8627861844049196,7.66,1.38,0.0002640190013196497,4.127172032508271e-05
