checkpoint,mean_reward_combined,mean_steps_combined,win_rate_combined,draw_rate_combined,loss_rate_combined,termination_rate_combined,truncation_rate_combined,mean_reward_p0,win_rate_p0,termination_rate_p0,mean_reward_p1,win_rate_p1,termination_rate_p1,mean_action_time_ms
1000,-0.9200,81.44,0.040,0.000,0.960,1.000,0.000,-0.8800,0.060,1.000,-0.9600,0.020,1.000,0.036
10000,-0.5800,446.33,0.210,0.000,0.790,1.000,0.000,-0.6000,0.200,1.000,-0.5600,0.220,1.000,0.037
50000,-0.5600,477.02,0.220,0.000,0.780,1.000,0.000,-0.5600,0.220,1.000,-0.5600,0.220,1.000,0.039
100000,-0.6800,466.47,0.160,0.000,0.840,1.000,0.000,-0.5600,0.220,1.000,-0.8000,0.100,1.000,0.033
