checkpoint,mean_reward,std_reward,mean_steps,std_steps,mean_action_time_ms,std_action_time_ms
1000,1.0,0.0,2.0,0.0,0.2712514997983817,0.0380031588412199
5000,1.0,0.0,2.0,0.0,0.4001549998065457,0.0836328144758366
