checkpoint,mean_reward,std_reward,mean_steps,std_steps,mean_action_time_ms,std_action_time_ms
1000,1.0,0.0,7.72,4.354491933624404,0.3336217615785381,0.0733518525920998
10000,0.98,0.19899748742132398,9.26,7.236877779816376,0.376013391187312,0.10125077124503834
100000,1.0,0.0,10.68,6.64662320280005,0.36139026238327526,0.09598670700991307
