checkpoint,mean_reward,std_reward,mean_steps,std_steps,mean_action_time_ms,std_action_time_ms
100,-0.08,0.9967948635501691,20.92,17.934146202147453,0.0002668052199465823,8.525900611419325e-05
500,0.2,0.9797958971132713,18.96,13.583755003679947,0.0002468586899340153,4.088737101903614e-05
1000,0.0,1.0,17.64,12.404450814123132,0.00026359642822033555,0.00017490924049368283
