episode,reward,steps
1,-1.0,38
2,1.0,28
3,1.0,40
4,1.0,28
5,1.0,4
6,-1.0,26
7,-1.0,22
8,1.0,32
9,1.0,8
10,1.0,12
11,1.0,24
12,-1.0,6
13,-1.0,22
14,1.0,32
15,1.0,36
16,-1.0,14
17,-1.0,18
18,-1.0,34
19,-1.0,18
20,-1.0,18
21,1.0,12
22,-1.0,14
23,-1.0,14
24,-1.0,14
25,-1.0,14
26,-1.0,18
27,-1.0,6
28,-1.0,26
29,1.0,36
30,-1.0,22
31,-1.0,10
32,1.0,24
33,1.0,16
34,-1.0,26
35,1.0,12
36,1.0,12
37,-1.0,30
38,-1.0,66
39,-1.0,6
40,1.0,24
41,1.0,8
42,1.0,12
43,1.0,8
44,-1.0,58
45,1.0,24
46,-1.0,38
47,1.0,28
48,1.0,12
49,-1.0,14
50,1.0,8
51,-1.0,10
52,1.0,16
53,1.0,24
54,1.0,12
55,-1.0,22
56,-1.0,6
57,-1.0,14
58,-1.0,46
59,1.0,20
60,-1.0,22
61,1.0,4
62,1.0,32
63,1.0,48
64,-1.0,22
65,-1.0,38
66,1.0,36
67,-1.0,34
68,1.0,44
69,1.0,20
70,-1.0,10
71,1.0,8
72,-1.0,22
73,-1.0,22
74,1.0,16
75,-1.0,10
76,-1.0,10
77,-1.0,26
78,1.0,8
79,-1.0,22
80,-1.0,14
81,1.0,24
82,-1.0,22
83,1.0,8
84,-1.0,14
85,-1.0,38
86,-1.0,10
87,1.0,12
88,-1.0,26
89,-1.0,26
90,1.0,32
91,-1.0,26
92,-1.0,34
93,1.0,12
94,1.0,4
95,-1.0,14
96,-1.0,22
97,-1.0,10
98,-1.0,22
99,-1.0,30
100,-1.0,14
101,1.0,8
102,1.0,12
103,-1.0,6
104,-1.0,50
105,-1.0,18
106,1.0,24
107,1.0,12
108,1.0,4
109,1.0,16
110,-1.0,30
111,-1.0,18
112,1.0,20
113,-1.0,34
114,1.0,8
115,-1.0,18
116,1.0,16
117,-1.0,6
118,-1.0,14
119,1.0,12
120,1.0,24
121,1.0,12
122,-1.0,14
123,1.0,8
124,1.0,8
125,1.0,12
126,-1.0,22
127,-1.0,30
128,1.0,4
129,1.0,28
130,-1.0,10
131,1.0,16
132,-1.0,14
133,1.0,20
134,1.0,20
135,1.0,20
136,-1.0,10
137,-1.0,14
138,1.0,12
139,1.0,20
140,-1.0,34
141,1.0,12
142,-1.0,6
143,-1.0,38
144,-1.0,34
145,1.0,4
146,1.0,8
147,1.0,8
148,-1.0,18
149,-1.0,6
150,1.0,20
151,1.0,16
152,-1.0,14
153,1.0,4
154,1.0,20
155,-1.0,10
156,-1.0,10
157,1.0,8
158,1.0,40
159,1.0,8
160,-1.0,14
161,-1.0,14
162,1.0,20
163,1.0,16
164,-1.0,26
165,1.0,36
166,-1.0,14
167,-1.0,26
168,-1.0,10
169,1.0,28
170,1.0,20
171,1.0,4
172,1.0,8
173,-1.0,10
174,1.0,4
175,1.0,16
176,1.0,32
177,1.0,4
178,1.0,24
179,1.0,20
180,1.0,12
181,1.0,4
182,-1.0,14
183,1.0,28
184,-1.0,6
185,-1.0,22
186,1.0,12
187,-1.0,30
188,1.0,20
189,1.0,16
190,1.0,12
191,1.0,24
192,1.0,4
193,1.0,40
194,1.0,8
195,1.0,8
196,1.0,28
197,-1.0,42
198,1.0,64
199,1.0,12
200,-1.0,14
201,-1.0,18
202,1.0,12
203,1.0,28
204,1.0,16
205,1.0,24
206,1.0,4
207,1.0,4
208,1.0,8
209,-1.0,10
210,1.0,8
211,-1.0,10
212,-1.0,26
213,-1.0,22
214,1.0,4
215,-1.0,10
216,-1.0,34
217,1.0,36
218,1.0,44
219,1.0,4
220,1.0,28
221,-1.0,70
222,-1.0,18
223,1.0,36
224,-1.0,14
225,1.0,16
226,1.0,16
227,1.0,20
228,1.0,24
229,-1.0,26
230,1.0,4
231,1.0,4
232,-1.0,18
233,1.0,8
234,-1.0,14
235,-1.0,42
236,1.0,4
237,1.0,20
238,1.0,36
239,-1.0,6
240,1.0,16
241,1.0,4
242,-1.0,26
243,-1.0,58
244,1.0,4
245,1.0,24
246,1.0,36
247,1.0,28
248,1.0,24
249,-1.0,22
250,1.0,20
251,-1.0,26
252,-1.0,30
253,-1.0,58
254,1.0,16
255,1.0,12
256,-1.0,6
257,1.0,4
258,1.0,20
259,-1.0,6
260,1.0,16
261,-1.0,6
262,1.0,4
263,1.0,4
264,-1.0,26
265,1.0,4
266,-1.0,14
267,-1.0,22
268,1.0,48
269,1.0,56
270,1.0,20
271,1.0,4
272,1.0,8
273,1.0,8
274,1.0,4
275,1.0,8
276,-1.0,10
277,-1.0,26
278,-1.0,18
279,1.0,4
280,1.0,8
281,1.0,12
282,-1.0,18
283,-1.0,6
284,1.0,12
285,1.0,4
286,1.0,20
287,-1.0,14
288,-1.0,14
289,-1.0,42
290,1.0,32
291,1.0,8
292,1.0,28
293,-1.0,6
294,1.0,16
295,-1.0,34
296,-1.0,14
297,1.0,12
298,1.0,16
299,-1.0,26
300,1.0,24
301,-1.0,18
302,-1.0,6
303,-1.0,10
304,1.0,4
305,1.0,4
306,-1.0,46
307,1.0,16
308,-1.0,30
309,-1.0,22
310,1.0,44
311,1.0,8
312,1.0,52
313,-1.0,38
314,-1.0,14
315,1.0,12
316,-1.0,10
317,-1.0,34
318,1.0,8
319,1.0,8
320,1.0,4
321,-1.0,22
322,-1.0,14
323,1.0,8
324,1.0,32
325,-1.0,22
326,-1.0,38
327,1.0,40
328,1.0,12
329,-1.0,14
330,1.0,36
331,1.0,24
332,-1.0,18
333,-1.0,38
334,1.0,12
335,1.0,12
336,1.0,20
337,1.0,4
338,1.0,16
339,-1.0,22
340,1.0,8
341,-1.0,14
342,-1.0,6
343,1.0,40
344,-1.0,14
345,1.0,4
346,-1.0,18
347,1.0,16
348,1.0,16
349,-1.0,14
350,-1.0,38
351,-1.0,18
352,-1.0,46
353,-1.0,6
354,1.0,20
355,1.0,24
356,1.0,4
357,-1.0,10
358,-1.0,26
359,-1.0,30
360,-1.0,10
361,-1.0,50
362,1.0,20
363,-1.0,6
364,1.0,12
365,1.0,16
366,-1.0,22
367,1.0,32
368,-1.0,6
369,1.0,16
370,-1.0,18
371,1.0,24
372,-1.0,42
373,-1.0,6
374,-1.0,14
375,1.0,12
376,-1.0,18
377,1.0,4
378,1.0,8
379,-1.0,26
380,1.0,12
381,-1.0,34
382,1.0,4
383,1.0,8
384,-1.0,22
385,1.0,20
386,-1.0,26
387,-1.0,26
388,1.0,28
389,-1.0,26
390,-1.0,30
391,1.0,44
392,-1.0,6
393,-1.0,10
394,1.0,32
395,-1.0,18
396,1.0,12
397,-1.0,10
398,-1.0,18
399,1.0,32
400,1.0,16
401,1.0,24
402,-1.0,26
403,1.0,56
404,1.0,48
405,-1.0,10
406,1.0,12
407,-1.0,34
408,-1.0,6
409,1.0,20
410,-1.0,30
411,-1.0,14
412,-1.0,10
413,1.0,16
414,1.0,36
415,-1.0,22
416,-1.0,10
417,1.0,20
418,-1.0,22
419,1.0,4
420,-1.0,22
421,1.0,20
422,1.0,16
423,-1.0,10
424,-1.0,14
425,1.0,8
426,1.0,16
427,1.0,40
428,-1.0,34
429,-1.0,10
430,1.0,8
431,-1.0,30
432,1.0,48
433,-1.0,10
434,1.0,48
435,-1.0,10
436,1.0,36
437,1.0,32
438,-1.0,46
439,-1.0,14
440,-1.0,10
441,-1.0,18
442,-1.0,6
443,-1.0,14
444,-1.0,34
445,-1.0,6
446,1.0,8
447,1.0,4
448,1.0,12
449,-1.0,22
450,-1.0,22
451,-1.0,30
452,-1.0,10
453,1.0,8
454,1.0,8
455,-1.0,22
456,1.0,24
457,1.0,16
458,1.0,8
459,-1.0,30
460,1.0,44
461,1.0,4
462,-1.0,26
463,-1.0,22
464,1.0,12
465,-1.0,18
466,1.0,52
467,-1.0,38
468,1.0,4
469,1.0,24
470,1.0,8
471,-1.0,26
472,1.0,32
473,-1.0,30
474,-1.0,50
475,1.0,32
476,1.0,4
477,-1.0,6
478,1.0,12
479,1.0,16
480,1.0,8
481,-1.0,14
482,1.0,4
483,1.0,4
484,1.0,4
485,1.0,8
486,1.0,20
487,1.0,8
488,1.0,4
489,1.0,8
490,1.0,16
491,1.0,8
492,-1.0,18
493,1.0,4
494,1.0,16
495,-1.0,34
496,-1.0,18
497,1.0,28
498,1.0,28
499,1.0,36
500,1.0,32
501,1.0,8
502,1.0,16
503,-1.0,22
504,1.0,24
505,1.0,16
506,-1.0,14
507,-1.0,18
508,1.0,4
509,-1.0,54
510,-1.0,6
511,-1.0,10
512,1.0,8
513,-1.0,14
514,1.0,16
515,-1.0,10
516,1.0,4
517,1.0,8
518,1.0,12
519,1.0,16
520,1.0,24
521,1.0,8
522,1.0,20
523,1.0,16
524,-1.0,14
525,1.0,40
526,1.0,32
527,1.0,40
528,1.0,4
529,1.0,12
530,1.0,4
531,1.0,12
532,1.0,48
533,1.0,4
534,1.0,12
535,1.0,20
536,-1.0,30
537,-1.0,18
538,1.0,44
539,-1.0,10
540,1.0,16
541,1.0,16
542,1.0,8
543,1.0,4
544,1.0,12
545,1.0,16
546,-1.0,18
547,-1.0,10
548,1.0,36
549,-1.0,38
550,-1.0,34
551,-1.0,6
552,1.0,24
553,-1.0,18
554,1.0,20
555,1.0,8
556,1.0,16
557,1.0,16
558,1.0,16
559,1.0,28
560,1.0,12
561,-1.0,22
562,1.0,48
563,1.0,8
564,1.0,4
565,1.0,32
566,1.0,84
567,1.0,4
568,1.0,4
569,1.0,12
570,1.0,40
571,-1.0,18
572,-1.0,6
573,1.0,4
574,1.0,44
575,1.0,8
576,1.0,4
577,1.0,4
578,1.0,20
579,1.0,48
580,1.0,20
581,1.0,4
582,-1.0,10
583,-1.0,34
584,-1.0,10
585,1.0,16
586,-1.0,38
587,1.0,12
588,-1.0,22
589,1.0,16
590,-1.0,6
591,1.0,16
592,1.0,8
593,1.0,44
594,1.0,32
595,-1.0,6
596,-1.0,18
597,1.0,12
598,-1.0,18
599,-1.0,30
600,1.0,16
601,-1.0,30
602,1.0,16
603,-1.0,26
604,-1.0,42
605,-1.0,26
606,-1.0,14
607,-1.0,10
608,-1.0,6
609,1.0,56
610,1.0,4
611,1.0,16
612,1.0,12
613,-1.0,22
614,-1.0,6
615,1.0,8
616,-1.0,10
617,-1.0,22
618,-1.0,58
619,1.0,16
620,1.0,4
621,1.0,8
622,-1.0,42
623,-1.0,30
624,1.0,8
625,-1.0,58
626,1.0,24
627,1.0,28
628,-1.0,6
629,1.0,32
630,1.0,20
631,-1.0,10
632,1.0,20
633,1.0,8
634,1.0,8
635,1.0,4
636,1.0,8
637,1.0,4
638,-1.0,10
639,1.0,16
640,1.0,4
641,-1.0,26
642,1.0,32
643,1.0,8
644,1.0,24
645,1.0,24
646,-1.0,34
647,1.0,4
648,-1.0,42
649,-1.0,34
650,-1.0,14
651,1.0,16
652,1.0,12
653,-1.0,46
654,1.0,8
655,1.0,8
656,1.0,12
657,1.0,16
658,1.0,12
659,-1.0,6
660,1.0,28
661,1.0,12
662,-1.0,14
663,1.0,8
664,-1.0,22
665,1.0,68
666,-1.0,38
667,-1.0,18
668,1.0,12
669,1.0,36
670,1.0,16
671,-1.0,18
672,1.0,8
673,1.0,8
674,1.0,24
675,-1.0,6
676,1.0,44
677,1.0,24
678,1.0,16
679,-1.0,14
680,1.0,4
681,1.0,16
682,-1.0,18
683,1.0,20
684,-1.0,50
685,-1.0,54
686,1.0,24
687,-1.0,18
688,1.0,20
689,-1.0,42
690,-1.0,46
691,-1.0,14
692,1.0,8
693,-1.0,30
694,-1.0,22
695,1.0,12
696,-1.0,14
697,-1.0,30
698,1.0,4
699,1.0,4
700,1.0,4
701,-1.0,26
702,-1.0,26
703,-1.0,10
704,-1.0,6
705,1.0,16
706,1.0,20
707,-1.0,6
708,-1.0,18
709,-1.0,58
710,1.0,4
711,1.0,4
712,1.0,12
713,-1.0,6
714,-1.0,18
715,1.0,48
716,1.0,16
717,1.0,12
718,1.0,4
719,1.0,8
720,1.0,32
721,1.0,12
722,1.0,36
723,-1.0,14
724,1.0,24
725,1.0,32
726,1.0,4
727,-1.0,10
728,1.0,12
729,-1.0,18
730,1.0,8
731,1.0,4
732,1.0,4
733,1.0,8
734,-1.0,10
735,-1.0,10
736,1.0,4
737,1.0,12
738,-1.0,10
739,-1.0,6
740,1.0,28
741,-1.0,26
742,1.0,4
743,-1.0,34
744,-1.0,14
745,-1.0,14
746,-1.0,6
747,1.0,12
748,1.0,8
749,-1.0,14
750,1.0,4
751,-1.0,14
752,1.0,32
753,-1.0,10
754,-1.0,34
755,1.0,24
756,-1.0,22
757,1.0,16
758,1.0,16
759,-1.0,18
760,-1.0,42
761,-1.0,14
762,1.0,4
763,1.0,12
764,1.0,12
765,1.0,16
766,1.0,4
767,-1.0,26
768,1.0,36
769,1.0,4
770,1.0,16
771,1.0,8
772,-1.0,10
773,-1.0,26
774,1.0,8
775,-1.0,14
776,1.0,16
777,1.0,20
778,1.0,32
779,-1.0,14
780,1.0,32
781,1.0,4
782,1.0,32
783,1.0,8
784,1.0,12
785,1.0,20
786,1.0,4
787,1.0,8
788,1.0,12
789,1.0,4
790,1.0,12
791,1.0,20
792,1.0,20
793,1.0,16
794,1.0,4
795,1.0,24
796,1.0,24
797,1.0,12
798,-1.0,22
799,1.0,4
800,1.0,8
801,1.0,24
802,-1.0,18
803,1.0,24
804,-1.0,14
805,1.0,40
806,1.0,20
807,1.0,16
808,1.0,16
809,1.0,16
810,-1.0,26
811,1.0,20
812,-1.0,10
813,1.0,4
814,1.0,40
815,1.0,4
816,-1.0,6
817,1.0,4
818,-1.0,42
819,-1.0,14
820,-1.0,14
821,-1.0,34
822,1.0,4
823,-1.0,14
824,1.0,36
825,1.0,24
826,1.0,4
827,1.0,4
828,-1.0,14
829,-1.0,10
830,1.0,4
831,1.0,24
832,-1.0,6
833,1.0,12
834,-1.0,42
835,1.0,40
836,1.0,8
837,1.0,28
838,1.0,12
839,1.0,16
840,-1.0,34
841,1.0,32
842,-1.0,6
843,-1.0,14
844,1.0,16
845,1.0,16
846,1.0,8
847,-1.0,18
848,1.0,4
849,1.0,4
850,-1.0,30
851,-1.0,14
852,1.0,8
853,1.0,12
854,1.0,20
855,1.0,16
856,-1.0,26
857,-1.0,18
858,-1.0,6
859,1.0,4
860,-1.0,14
861,-1.0,6
862,1.0,4
863,-1.0,34
864,-1.0,10
865,-1.0,14
866,-1.0,6
867,1.0,12
868,-1.0,14
869,-1.0,6
870,1.0,24
871,1.0,12
872,1.0,24
873,-1.0,6
874,1.0,4
875,-1.0,10
876,-1.0,18
877,-1.0,30
878,-1.0,18
879,-1.0,10
880,1.0,12
881,1.0,32
882,-1.0,18
883,1.0,16
884,1.0,20
885,1.0,40
886,1.0,20
887,1.0,4
888,-1.0,46
889,1.0,4
890,-1.0,42
891,1.0,48
892,1.0,44
893,1.0,4
894,1.0,32
895,1.0,4
896,1.0,4
897,1.0,24
898,1.0,16
899,-1.0,6
900,1.0,40
901,-1.0,14
902,1.0,4
903,1.0,12
904,1.0,8
905,1.0,4
906,-1.0,26
907,1.0,8
908,-1.0,18
909,1.0,16
910,-1.0,10
911,-1.0,6
912,1.0,32
913,-1.0,14
914,1.0,28
915,1.0,4
916,-1.0,18
917,1.0,16
918,1.0,36
919,1.0,8
920,1.0,12
921,1.0,36
922,-1.0,10
923,-1.0,14
924,1.0,16
925,-1.0,18
926,-1.0,30
927,1.0,8
928,-1.0,30
929,1.0,16
930,1.0,20
931,1.0,4
932,1.0,28
933,1.0,12
934,1.0,4
935,1.0,4
936,-1.0,6
937,1.0,24
938,-1.0,10
939,1.0,8
940,1.0,12
941,-1.0,6
942,1.0,32
943,-1.0,30
944,-1.0,14
945,1.0,24
946,1.0,36
947,-1.0,10
948,1.0,36
949,-1.0,10
950,1.0,8
951,1.0,24
952,1.0,20
953,1.0,12
954,1.0,12
955,1.0,24
956,1.0,4
957,-1.0,22
958,-1.0,30
959,1.0,32
960,1.0,56
961,1.0,4
962,1.0,16
963,-1.0,14
964,1.0,12
965,1.0,12
966,-1.0,6
967,-1.0,22
968,1.0,20
969,1.0,8
970,-1.0,38
971,1.0,16
972,1.0,8
973,1.0,8
974,1.0,12
975,1.0,4
976,1.0,40
977,-1.0,34
978,-1.0,10
979,1.0,4
980,1.0,8
981,-1.0,42
982,-1.0,6
983,1.0,12
984,1.0,24
985,1.0,4
986,-1.0,22
987,1.0,8
988,-1.0,38
989,1.0,16
990,1.0,12
991,1.0,20
992,-1.0,34
993,1.0,40
994,1.0,16
995,1.0,4
996,1.0,32
997,1.0,4
998,1.0,12
999,1.0,12
1000,-1.0,26
