checkpoint,mean_reward_combined,mean_steps_combined,win_rate_combined,draw_rate_combined,loss_rate_combined,termination_rate_combined,truncation_rate_combined,mean_reward_p0,win_rate_p0,termination_rate_p0,mean_reward_p1,win_rate_p1,termination_rate_p1,mean_action_time_ms
1000,-1.0000,30.68,0.000,0.000,1.000,1.000,0.000,-1.0000,0.000,1.000,-1.0000,0.000,1.000,0.033
10000,-0.8200,372.30,0.090,0.000,0.910,1.000,0.000,-0.7600,0.120,1.000,-0.8800,0.060,1.000,0.032
50000,-0.8400,264.71,0.080,0.000,0.920,1.000,0.000,-0.8800,0.060,1.000,-0.8000,0.100,1.000,0.033
